date,active_users,monthly_spend,new_customers,support_tickets,login_count_avg,churn_flag
2024-02-15,0.18695652173913047,0.7796984086913521,0.3220338983050848,0.5789473684210527,0.3963550445105841,1
2024-02-16,0.972463768115942,0.4213307559130097,0.11864406779661019,0.894736842105263,0.9003358540637785,0
2024-02-17,0.36521739130434794,0.5960899327052918,0.576271186440678,0.605263157894737,0.660556777008952,0
2024-02-18,0.4869565217391305,0.0,0.6779661016949152,0.894736842105263,0.7102130817609389,0
2024-02-19,0.5739130434782609,0.397739156493353,0.3389830508474576,0.4736842105263157,0.35755077068776053,0
2024-02-20,0.5652173913043479,0.6329146574363116,0.5423728813559323,0.26315789473684215,0.5027584774817662,0
2024-02-21,0.6782608695652175,0.7317708357129655,0.9152542372881356,0.5263157894736843,0.2326087024082779,0
2024-02-22,0.052173913043478404,0.5494064734592192,0.11864406779661019,0.6578947368421053,0.42684226380866575,1
2024-02-23,0.39855072463768115,0.6307821434426035,0.4915254237288136,0.8157894736842104,0.5722174998926186,0
2024-02-24,0.6942028985507247,0.6714535983430232,0.30508474576271194,0.052631578947368474,0.008517618206999034,0
2024-02-25,0.06811594202898563,0.3873985837128746,0.27118644067796616,0.6842105263157894,0.46310728849077254,1
2024-02-26,0.06376811594202914,0.5087913233179102,0.6779661016949152,0.9210526315789473,0.9306987584704478,1
2024-02-27,0.7173913043478262,0.6883749982342136,0.7627118644067796,0.763157894736842,0.9667100473941184,0
2024-02-28,0.16521739130434798,0.3893839160641379,0.3728813559322034,0.8157894736842104,0.30700765749067327,1
2024-02-29,0.18260869565217397,0.2614092994652082,0.288135593220339,0.605263157894737,0.3863409814545131,1
